[0,0,1,2,3,3,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,99,7,99,7,99,8,99,8,99,8,99,8,99,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23]
[0,45,30,15,0,45,30,0,10,20,30,40,49,58,8,16,24,32,40,48,56,3,8,12,17,22,27,32,38,99,46,99,55,99,3,99,12,99,20,99,29,99,38,45,53,0,12,24,36,48,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,0,12,24,36,48,0,10,20,30,39,51,2,14,23,32,45,55,6,19,31,44,50,2,12,22,38,48,0,15,30,45,0,15,30,45,0,15,30,50,10,30,50,10,30]
[0,0,1,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,99,7,99,7,99,8,99,8,99,8,99,8,99,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23]
[2,47,32,17,2,47,32,2,12,22,32,42,51,0,10,18,26,34,42,50,58,5,10,14,19,24,29,34,40,99,48,99,57,99,5,99,14,99,22,99,31,99,40,47,55,2,14,26,38,50,2,17,32,47,2,17,32,47,2,17,32,47,2,17,32,47,2,14,26,38,50,2,12,22,32,41,53,4,16,25,34,47,57,8,21,33,46,52,4,14,24,40,50,2,17,32,47,2,17,32,47,2,17,32,52,12,32,52,12,32]
[0,0,1,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23]
[3,48,33,18,3,48,33,3,13,23,33,43,52,1,11,19,27,35,43,51,59,6,11,15,20,25,30,35,41,44,49,53,58,1,6,10,15,18,23,28,32,35,41,48,56,3,15,27,39,51,3,18,33,48,3,18,33,48,3,18,33,48,3,18,33,48,3,15,27,39,51,3,13,23,33,42,54,5,17,26,35,48,58,9,22,34,47,53,5,15,25,41,51,3,18,33,48,3,18,33,48,3,18,33,53,13,33,53,13,33]
[0,0,1,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,9,7,9,7,9,8,9,8,9,8,9,8,9,8,8,8,8,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23]
[6,51,36,21,6,51,36,6,16,26,36,46,55,4,14,22,30,38,46,54,2,9,14,18,23,28,33,38,99,47,99,56,99,4,99,13,99,21,99,31,99,38,44,51,59,6,18,30,42,54,6,21,36,51,6,21,36,51,6,21,36,51,6,21,36,51,6,18,30,42,54,6,16,26,36,45,57,8,20,29,38,51,1,12,25,37,50,56,8,18,28,44,54,6,21,36,51,6,21,36,51,6,21,36,56,16,36,56,16,36]
[0,0,1,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,99,7,99,7,99,8,99,8,99,8,99,8,99,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,17,17,17,17,17,17,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23]
[8,53,38,23,8,53,38,8,18,28,38,48,57,6,16,24,32,40,48,56,4,11,16,20,25,30,35,40,99,49,99,58,99,6,99,15,99,23,99,33,99,40,46,53,1,8,20,32,44,56,8,23,38,53,8,23,38,53,8,23,38,53,8,23,38,53,8,20,32,44,56,8,18,28,38,47,59,10,22,31,40,53,3,14,27,39,52,58,10,20,30,46,56,8,23,38,53,8,23,38,53,8,23,38,58,18,38,58,18,38]
[0,0,1,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,99,7,99,8,99,8,99,8,99,8,99,8,99,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,22,22,22,23,23,23]
[10,55,40,25,10,55,40,10,20,30,40,50,59,8,18,26,34,42,50,58,6,13,18,22,27,32,37,42,99,51,99,0,99,8,99,17,99,25,99,35,99,42,48,55,3,10,22,34,46,58,10,25,40,55,10,25,40,55,10,25,40,55,10,25,40,55,10,22,34,46,58,10,20,30,40,49,1,12,24,33,42,55,5,16,29,41,54,0,12,22,32,48,58,10,25,40,55,10,25,40,55,10,25,40,0,20,40,0,20,40]
[0,0,1,2,3,3,4,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,19,19,19,19,19,20,20,20,20,21,21,21,22,22,22,23,23,23]
[12,57,42,27,12,57,42,12,22,32,42,52,1,10,20,28,36,44,52,0,8,15,20,24,29,34,39,44,48,53,56,2,5,10,13,19,22,27,30,37,39,44,50,57,5,12,24,36,48,0,12,27,42,57,12,27,42,57,12,27,42,57,12,27,42,57,12,24,36,48,0,12,22,32,42,51,3,14,26,35,44,57,7,18,31,43,56,2,14,24,34,50,0,12,27,42,57,12,27,42,57,12,27,42,2,22,42,2,22,42]
[0,1,1,2,3,4,4,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23]
[16,1,46,31,16,1,46,16,26,36,46,56,5,14,24,32,40,48,56,4,12,19,24,28,33,38,43,48,52,57,0,6,9,14,17,23,26,31,34,41,43,48,54,1,9,16,28,40,52,4,16,31,46,1,16,31,46,1,16,31,46,1,16,31,46,1,16,28,40,52,4,16,26,36,46,55,7,18,30,39,48,1,11,22,35,47,0,6,18,28,38,54,4,16,31,46,1,16,31,46,1,16,31,46,6,26,46,6,26,46]
[0,1,1,2,3,4,4,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23]
[18,3,48,33,18,3,48,18,28,38,48,58,7,16,26,34,42,50,58,6,14,21,26,30,35,40,45,50,54,59,2,8,11,16,19,25,28,33,36,43,45,50,56,3,11,18,30,42,54,6,18,33,48,3,18,33,48,3,18,33,48,3,18,33,48,3,18,30,42,54,6,18,28,38,48,57,9,20,32,41,50,3,13,24,37,49,2,8,20,30,40,56,6,18,33,48,3,18,33,48,3,18,33,48,8,28,48,8,28,48]
[0,1,1,2,3,4,4,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,19,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23]
[23,8,53,38,23,8,53,23,33,43,53,3,12,21,31,39,47,55,3,11,19,27,32,36,41,46,51,56,0,4,8,13,17,21,25,30,34,38,42,48,51,55,2,9,16,23,35,47,59,11,23,38,53,8,23,38,53,8,23,38,53,8,23,38,53,8,23,35,47,59,11,23,33,43,53,2,14,25,37,46,55,8,18,29,42,54,7,13,25,35,45,1,11,23,38,53,8,23,38,53,8,23,38,53,13,33,53,13,33,53]
