[0,1,1,2,3,4,4,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24]
[32,2,47,32,17,2,47,32,3,33,3,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13,33,53,13]
[0,0,1,2,3,3,4,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24]
[29,59,44,29,14,59,44,29,0,30,0,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10]
[0,0,1,2,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24]
[27,57,42,27,12,57,42,27,58,28,58,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8]
[0,0,1,2,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24]
[24,54,39,24,9,54,39,24,55,25,55,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5,25,45,5]
[0,0,1,2,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24]
[22,52,37,22,7,52,37,22,53,23,53,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3,23,43,3]
[0,0,1,2,3,3,4,5,5,6,6,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23,24]
[20,50,35,20,5,50,35,20,51,21,51,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1,21,41,1]
[0,0,1,2,3,3,4,5,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23]
[18,48,33,18,3,48,33,18,49,19,49,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59,19,39,59]
[0,0,1,2,3,3,4,5,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23]
[15,45,30,15,0,45,30,15,46,16,46,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56,16,36,56]
[0,0,1,2,2,3,4,5,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23]
[14,44,29,14,59,44,29,14,45,15,45,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55,15,35,55]
[0,0,1,2,2,3,4,5,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23]
[9,39,24,9,54,39,24,9,40,10,40,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50,10,30,50]
[0,99,99,99,99,99,4,5,5,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20,21,21,21,22,22,22,23,23,23]
[7,99,99,99,99,99,22,7,38,8,38,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48,8,28,48]
