[0,1,1,2,3,4,4,5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,23,23,23,24]
[32,2,47,32,17,2,47,32,59,9,19,29,39,47,57,7,15,23,30,39,47,2,15,25,42,48,1,16,29,36,50,0,11,23,35,47,59,14,29,44,59,14,29,44,59,14,29,44,59,14,29,44,59,11,23,36,48,58,8,18,28,37,42,49,53,0,5,12,18,23,27,31,35,39,43,48,53,58,4,10,17,23,29,36,45,50,2,12,21,36,48,3,18,33,48,3,18,33,48,3,18,33,53,13,33,53,13]
[0,0,1,2,3,3,4,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,23,23,23,24]
[29,59,44,29,14,59,44,29,56,6,16,26,36,44,54,4,12,20,27,36,44,59,12,22,39,45,58,13,26,33,47,57,8,20,32,44,56,11,26,41,56,11,26,41,56,11,26,41,56,11,26,41,56,8,20,33,45,55,5,15,25,34,39,46,50,57,2,9,15,20,24,28,32,36,40,45,50,55,1,7,14,20,26,33,42,47,59,9,18,33,45,0,15,30,45,0,15,30,45,0,15,30,50,10,30,50,10]
[0,0,1,2,3,3,4,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23,24]
[27,57,42,27,12,57,42,27,54,4,14,24,34,42,52,2,10,18,25,34,42,57,10,20,37,43,56,11,24,31,45,55,6,18,30,42,54,9,24,39,54,9,24,39,54,9,24,39,54,9,24,39,54,6,18,31,43,53,3,13,23,32,37,44,48,55,0,7,13,18,22,26,30,34,38,43,48,53,59,5,12,18,24,31,40,45,57,7,16,31,43,58,13,28,43,58,13,28,43,58,13,28,48,8,28,48,8]
[0,0,1,2,3,3,4,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23,24]
[24,54,39,24,9,54,39,24,51,1,11,21,31,39,49,59,7,15,22,31,39,54,7,17,34,40,53,8,21,28,42,52,3,15,27,39,51,6,21,36,51,6,21,36,51,6,21,36,51,6,21,36,51,3,15,27,39,49,59,9,19,28,33,40,44,51,56,3,9,14,18,22,26,30,34,39,44,49,55,1,8,14,20,27,36,41,53,3,13,28,40,55,10,25,40,55,10,25,40,55,10,25,45,5,25,45,5]
[0,0,1,2,3,3,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23,24]
[22,52,37,22,7,52,37,22,49,59,9,19,29,37,47,57,5,13,20,29,37,52,5,15,32,38,51,6,19,26,40,50,1,13,25,37,49,4,19,34,49,4,19,34,49,4,19,34,49,4,19,34,49,1,13,25,37,47,57,7,17,26,31,38,42,49,54,1,7,12,16,20,24,28,32,37,42,47,53,59,6,12,18,25,34,39,51,1,11,26,38,53,8,23,38,53,8,23,38,53,8,23,43,3,23,43,3]
[0,0,1,2,3,3,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23,24]
[20,50,35,20,5,50,35,20,47,57,7,17,27,35,45,55,3,11,18,27,35,50,3,13,30,36,49,4,17,24,38,48,59,11,23,35,47,2,17,32,47,2,17,32,47,2,17,32,47,2,17,32,47,59,11,23,35,45,55,5,15,24,29,36,40,47,52,59,5,10,14,18,22,26,30,35,40,45,51,57,4,10,16,23,32,37,49,59,9,24,36,51,6,21,36,51,6,21,36,51,6,21,41,1,21,41,1]
[0,0,1,2,3,3,4,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,23,23,23]
[18,48,33,18,3,48,33,18,45,55,5,15,25,33,43,53,1,9,16,25,33,48,1,11,28,34,47,2,15,22,36,46,57,9,21,33,45,0,15,30,45,0,15,30,45,0,15,30,45,0,15,30,45,57,9,21,33,43,53,3,13,22,27,34,38,45,50,57,3,8,12,16,20,24,28,33,38,43,49,55,2,8,14,21,30,35,47,57,7,22,34,49,4,19,34,49,4,19,34,49,4,19,39,59,19,39,59]
[0,0,1,2,3,3,4,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,23,23,23]
[15,45,30,15,0,45,30,15,42,52,2,12,22,30,40,50,58,6,13,22,30,45,58,8,25,31,44,59,12,19,33,43,54,6,18,30,42,57,12,27,42,57,12,27,42,57,12,27,42,57,12,27,42,54,6,18,30,40,50,0,10,19,24,31,35,42,47,54,0,5,9,13,17,21,25,30,35,40,46,52,59,5,11,18,27,32,44,54,4,19,31,46,1,16,31,46,1,16,31,46,1,16,36,56,16,36,56]
[0,0,1,2,2,3,4,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,22,23,23,23]
[14,44,29,14,59,44,29,14,41,51,1,11,21,29,39,49,57,5,12,21,29,44,57,7,24,30,43,58,11,18,32,42,53,5,17,29,41,56,11,26,41,56,11,26,41,56,11,26,41,56,11,26,41,53,5,17,29,39,49,59,9,18,23,30,34,41,46,53,59,4,8,12,16,20,24,29,34,39,45,51,58,4,10,17,26,31,43,53,3,18,30,45,0,15,30,45,0,15,30,45,0,15,35,55,15,35,55]
[0,0,1,2,2,3,4,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,19,19,19,20,20,20,20,21,21,21,21,22,22,22,23,23,23]
